model_name,AGR_Borda,AGR_Borda_n,AGR_Maximin,AGR_Maximin_n,AGR_Utilitarian,AGR_Utilitarian_n,DPC,DPC_failed_scenarios_n,DPC_dominant_position,APDR,APDR_divergences,APDR_pairs_available,CPFR,CPFR_scenarios_n,PIR,PIR_scenarios_n,FIR,FIR_scenarios_n,SLIR,SLIR_scenarios_n,VVR,VVR_scenarios_n,MSI,MSI_scenarios_n
claude-sonnet-4-5-20250929,0.60625,160,0.4625,160,0.53125,160,0.5217391304347826,23,2,0.3333333333333333,1,3,0.675,80,0.21875,160,0.25,160,0.21875,160,0.6166666666666667,60,0.475,120
